key	file	bytes	chars	tokens	jp
2362cc213b	/DIARY.MSG	203	101		　ファルコ、ディアーネの助力により、イクシーズ号の修復が終った。\n　前回の過ちを繰り返さないため、今度は素人ではなく、ディアーネという操船の専門家とファルコという古代魔法文明の専門家に任せることになった。
7640c09c08	/DIARY.MSG	88	44		　ディアーネもファルコも、このイクシーズ号に乗っていられるだけで幸せという顔をしていた。
4d31cbda32	/DIARY.MSG	153	76		　次元の道を突破した。カカルクランは目の前。緊張のため、これ以上書くべきことを思い付かない。\n　全員、生きて帰る。それだけを胸に、７人委員会に戦いを挑む。
19e4a8d06e	/DIARY.MSG	198	98		　７人委員会を倒した！・・・はずなのに、何かがおかしいと、僕の頭の片隅にひっかかる。\n　ミュウとともに世界をイクシーズで回ってみることにする。\n　本当に世界に平和が訪れたのか、この目で確かめてみよう。
d16f7e2d21	/DIARY.MSG	216	107		　アレクトリア図書館長の遺書を発見。そこには驚くべき事実がかかれていた。\n　だが、何よりも、魔法球の出現と天変地異に驚かされた。\n　戦いはまだ終っていない。本当の平和を勝ち取るために、もう一度、カカルクランへと旅立つ。
81c6530637	/DIARY.MSG	243	121		　今度こそ、死力を尽くした戦いになるだろう。けれど、それでも、僕達が勝つのだと信じたい。うちひしがれ、恐怖に泣き叫ぶ人の心に、美しいただ一つの真実を、吹き込むために、僕達は戦おう。\n　誇りを奪うことは誰にもできないと、その一言を証明するために。
4f7f5034f1	/DIARY.MSG	107	68		　以上で日記はおしまいです。\n\ncreate: 1 Aug.96\nupdate:20 Aug.96\n\n　マスターアップしたら黒ビールに花火だ(笑)
a3e4521f9b	/DIARY.MSG	97	43		順風満帆、\n\n　すべてこの世は\n\n　　バグもなし。\n\n\n\n\n\n　　・・・と日記には\n　　　　　書いておこう。
92826d9609	/STATHELP.MAT	314	153		　　　　　　　　　　　　　　　　　　　［２／７］\nＨｐ（ヒットポイント）\n　体力値を表わします。\n　０になると、行動不能になり画面から消えますが、\n　ワールドマップにもどると復活します。\nＭｐ（マジックポイント）\n　魔法力を表わします。\n　魔法を使うごとに消費し、魔法の必要Ｍｐに\n　足らなくなると魔法が使えなくなります。
2bb7f847b9	/STATHELP.MAT	338	165		ステータス種類（１）　　　　　　　　　［３／７］\n飛－空中に浮いていて、いづな落としや投げで攻撃\n　　されません。また、地系の攻撃技でダメージを\n　　受けません。\n透－透明化しています。打撃系の攻撃を受けません。\n眠－眠らされています。寝ている間は何もできませ\n　　ん。\n恐－恐怖に理性を失っています。相手から逃げまわ\n　　ることしかできません。
2270e7de9a	/STATHELP.MAT	278	136		ステータス種類（２）　　　　　　　　　［４／７］\n凍－凍らされています。溶けるまでは動くこともで\n　　きません。\n痺－マヒさせられています。動くことができません。\n乱－混乱させられています。敵、味方の区別なく攻\n　　撃してくるでしょう。\n操－敵に操られています。味方を攻撃してきます。
e72d88b684	/STATHELP.MAT	288	140		ステータス種類（３）　　　　　　　　　［５／７］\n大－自分が大きくなっていて、\n　　攻撃力も高くなっています。\n小－自分が小さくなっていて、\n　　攻撃力も低下しています。\n昇－行動力が上昇していて、移動の範囲が広くなっ\n　　ています。\n低－行動力が低下していて、移動の範囲もせまく\n　　なります。
3d1421847a	/STATHELP.MAT	340	166		パラメータ種類（１）　　　　　　　　　［６／７］\n行動力　－移動と攻撃技で使用する値。ターン毎に\n　　　　　回復します。\n登坂　　－坂を登る能力や水の上などを飛行できる\n　／水上　能力を示します。\n速さ　　－回避率と必殺率に影響を与えます。\n攻撃力　－攻撃技でのダメージ力です。\n防御力　－攻撃技を受けた時のダメージを小さくす\n　　　　　る力です。
44148705ca	/STATHELP.MAT	350	171		パラメータ種類（２）　　　　　　　　　［７／７］\n幸運　　－運は回避率をアップします。\n賢さ　　－魔法攻撃力に影響を与えます。\n抗魔力　－魔法技を受けた時のダメージを小さくす\n　　　　　る力です。\n回避率　－自分と同程度の速さの\n　　　　　モンスターに対する回避率です。\n必殺率　－自分と同程度の能力を持つ、\n　　　　　モンスターに対するクリティカル率です。
0ad0b1a9bc	/STATHELP.MAT	259	127		\rh　　　　　　　　　　　　　　　　　　　［１／５］\n技Ｌｖ　　　－現在の技のレベルです。\n技Ｅｘｐ　　－技を使うごとに経験値が加算されて\n　　　　　　　いきます。一定値になると技レベル\n　　　　　　　がＵＰして、技を覚えたり、使える\n　　　　　　　ようになります。
ca0e8d68a6	/STATHELP.MAT	353	173		　　　　　　　　　　　　　　　　　　　［２／５］\n各技の技Ｌｖ－技を使うために必要となる技レベル\n　　　　　　　です。もう１つの値は使うごとに加\n　　　　　　　算される経験値です。\n必要行動力　－技を使うために必要な行動力です。\n　　　　　　　移動したときに、この必要行動力だ\n　　　　　　　けの行動力が残っていないと技を使\n　　　　　　　うことはできません。
7800bb733c	/STATHELP.MAT	221	108		　　　　　　　　　　　　　　　　　　　［３／５］\n必要Ｍｐ　　－魔法を使うために必要なＭｐです。\n　　　　　　　残りのＭｐがこれより少ないと魔法\n　　　　　　　を使うことはできません。\nパワー　　　－攻撃力や回復力の値です。\n
3f05a4b1a4	/STATHELP.MAT	293	143		　　　　　　　　　　　　　　　　　　　［４／５］\n射程　　　　－技や魔法が届く範囲です。\n　　（単）一体だけを攻撃します。\n　　（術）一体だけを攻撃します。\n　　　　　障害物の影響を受けません。\n　　（弧）扇の範囲に攻撃します。\n　　（扇）扇の範囲に攻撃します。\n　　　　　障害物の影響を受けません。
37bc9adca9	/STATHELP.MAT	254	124		　　　　　　　　　　　　　　　　　　　［５／５］\n　　（円）円の範囲に攻撃します。\n　　（全）円の範囲に攻撃します。\n　　　　　障害物の影響を受けません。\n　　（直）直線上に攻撃します。\n　　　　　障害物の影響を受けません。\n　　（自）自分自身に技をかけます。
