key	files	bytes	chars	tokens	jp	ko
b6cbf4256f	1	192	87	%b %h	はるかグラビティの沖合いに\nイクシーズは眠っていると言われている。%b%hイクシーズは、\n「光なす翼」を表す古代の言葉である。%b%hその実態は、\n空中を飛行する船である。%b%hファルコ著、\n「光翼伝承」%b	
04f97f9460	1	174	86		　もう、こんな思いをする人々が増えるのはごめんだ。\n　幽玄の森を封印するルゥナからの情報で、７人委員会はすでに次元の扉にたどり着きつつあるようだ。\n　彼らの愚行を止めなければ。	
9c1ed41b7c	1	176	85	%b	ホークアイがカダールをやっつけたそうよ！\n地元の英雄万歳！\n　　　　　　　　　　　　　　　（ユカナ）\n↑ホークアイまんじゅうでも作るか？\n　　　　　　　　　　　　　　　（ショウ）%b	
3a0de9f8e5	1	170	84		　ドラグーン上空にさしかかったイクシーズ号に突然変化がおきた。\n　僕達を乗せたイクシーズ号は墜落し、修理のめどはたっていない。\n　一体、イクシーズ号に何が起こったんだろう。	
e2dd4f8796	1	168	83		　ついに僕達は、イクシーズ号を手に入れた！\n７人委員会が次元の扉の封印を破ってカカルクランに行くことだけはなんとしても止めなければ。\n　なつかしい故郷リグロードへ急ごう！	
ce3886c8a1	1	163	81		　グラビティは、空飛ぶ船イクシーズに関する秘密を守るために、世界の片隅で忘れ去られていた村だった。\n　ここには、アレクトリア図書館ですら忘れられた知識が生きていた。	
8cfe23ae0b	1	159	79		　それがどういう原理で効力を失ったガルマンオーブに作用するのかは、説明はしてもらったものの、結局のところ、分からない。\n　とにかく、この二つを捜しださなければ。	
1ca75e6098	1	162	78	%b	ゴジョウ大橋再建の人手が不足しています。\nあなたの労働力で歴史的建造物を元の姿に\nしてみませんか？\n詳しくは推進会まで。\n　　　　　　　　　　（ゴジョウ文化推進会）%b	
4d31cbda32	1	153	76		　次元の道を突破した。カカルクランは目の前。緊張のため、これ以上書くべきことを思い付かない。\n　全員、生きて帰る。それだけを胸に、７人委員会に戦いを挑む。	
978bc7189a	1	153	76		　アレクトリア大図書館地下通路でイクシーズ号修復に必要な２つのアイテムのうちの１つ、マラカイトを入手。\n　これで一歩、イクシーズ号の修復に近付いたわけだ。	
ee1877d9e6	1	153	76		　僕達は苦労の末、３つのアイテムを集め、ゲテン城へ向うべく、結界洞の封印を解いた。\n　ガルザードとカダール軍が拠点にしているゲテン城は、もう目と鼻の先だ。	
12a15b9a18	1	153	75		（順送り選択）　　　　　　　　　　　　［５／７］\n（逆送り選択）\n　未行動キャラクタにカーソルを自動で合せます。\n　押す度に次のキャラクタに切り替わります。	
65547fed56	1	155	75	%b	今回の戦乱で特にひどく破壊された\nクィーンズハートやドラグーンの復興のため\nみな様からの募金をお待ちしております。\n　　　　　　　　　　　　　　　（ユカナ）%b	
3e4d9012aa	1	149	74		　僕達は、ディアーネさんの好意に甘え、一路、カダールを目指すことになった。\n　ミュウ・・・どうか僕達がカダールにたどりつくまで、無事でいてくれ・・・。	
ec5e23f3cd	1	149	74		　トラグーン城はカダールによって破壊されていた。\n　沢山のドラグーン騎士が帰らぬ人となり、武勇をもって知られるドラグーン王も、また、不帰の人となった。	
2cc30655e2	1	150	72	%b	告\nカダール軍より、リグロードの民へ。\nリグロード大陸全土にわたり、\n偉大なる魔導王国カダールのものとなった。\n　　　　　　　　　　　　　（カダール軍）%b	
53b0113788	1	144	71		　ポポロンは、その日、現実的にも、表現的にも死の町となった。\n　７人委員会は、ポポロンに住む人々を血によって粛正した。\n　僕達は何もできなかった。	
d0a4a922d2	2	147	71		イガ最強のシノビと言えば月組だが、\nどうやら、月組の一党らしいシノビが、\n忍者屋敷に捕まっているらしいぜ。\n　　　　　　　　　　　　（夜叉組ヤカツ）\n\n	
ff67e06154	1	145	71		（キャンセル）　　　　　　　　　　　　［３／７］\n　行動指示、情報表示のキャンセルをします。\n　何もしていなければ、システムメニューに\n　入ります。	
68efde626d	1	140	70		　イシスのピラミッドと呼ばれるその古代遺跡は、ガルマンオーブを保管する、ただそれだけの目的のために作られたと言っても過言ではないようだった。	
f2a31e84cf	1	143	69	%b	村全体の技術向上に役立ったイニシエに\n与えられるマンボウ記念賞は、\nタタラに贈られることになりました。\n　　　　　　　　　　　　　　　（アヅサ）%b	
4f7f5034f1	1	107	68		　以上で日記はおしまいです。\n\ncreate: 1 Aug.96\nupdate:20 Aug.96\n\n　マスターアップしたら黒ビールに花火だ(笑)	
d38c160a24	1	137	68		　サモサ島でイクシーズ号修復に必要な２つのアイテムのうちの１つ、アローストーンを入手。\n　これで一歩、イクシーズ号の修復に近付いたわけだ。	
eccc2b8b3c	1	141	68	%b	カダール軍の奴らが、\nあたし達の村の技術に目をつけてるらしい。\nみんなで協力して、奴らに抵抗しよう！\n　　　　　　　　　　　　　　　（アヅサ）%b	
d2d356f13f	1	135	66		（特殊機能）　　　　　　　　　　　　　［７／７］\n　飛行モードに移ります。\n　シナリオで、アイテムを手に入れていないと\n　使用できません。	
7d543696b0	1	131	65		　僕達は、そこで、ガルマンオーブを見つけることができた。\n　これで、グラビティの近くにある海底神殿に行けば、念願のイクシーズ復活だ！	
bb8d851b92	1	136	65	%b	大地の叫びは、現在、\n謎の霧とモンスターが発生し、\n通行が不可能になっています。\nご注意下さい。\n　　　　　　　　　　　（オルトマ自治会）%b	
f82f390337	1	134	65		ミュウ王女、ドラグーン城を奪回！\nリグロードからカダールの影が無くなるのは\nもはや時間の問題！\n　　　　　　　　　　　　　（リューシャ）\n	
011aa8391e	1	128	62	%b	クィーンズランドの王と王妃を、\n反逆罪で処刑した。カダールに服従しない者の末路を見よ。\n　　　　　　　　（カダール軍、ラグロス）%b	
230dd9d65e	1	122	59	%z	%zきぃぃぃぃぃっ、悔しい、悔しすぎるっ！\nこうなったら、女盗賊シラナミの名にかけて\nアスカをあたしのものにしてやるんだから！	
46693590f1	1	122	59	%b	今じゃそれほど価値の高いものじゃないが、\nこの国に鉄がはじめて伝わってきたころは、\n鉄と金は同じ価値で交換されてたそうだ。%b	
a378b688af	1	123	59	%b	ファルコ氏多いに語る。\nサモサ島の鉱石があれば、\nイクシーズ号再生も可能・・・か？\n　　　　　　　　　　　　　　　（ユカナ）%b	
a710d69223	1	123	59	%z	%zうーむ・・・それほど言うなら、\n自分の未熟さを体で思いしるがいい。\nまったく、むこうみずなところは、\n誰に似たのやら・・・。	
